Estilo,Ano,Potencia_motor,Cilindros_motor,Consumo_estrada_km,Valor
SUV 2 portas,2001,190.0,6.0,32.1868,22170
picape cabine estendida,2017,381.0,8.0,28.96812,33100
conversivel,1997,185.0,4.0,40.2335,2115
cupe,2017,208.0,4.0,45.06152,40950
seda,2016,138.0,4.0,61.15492,14165
picape cabine estendida,2007,285.0,8.0,28.96812,25845
SUV 4 portas,2004,185.0,6.0,33.79614,23799
seda,2016,182.0,4.0,62.76426,25460
SUV 4 portas,2017,175.0,4.0,48.2802,25900
picape cabine estendida,2015,200.0,4.0,40.2335,33855
cupe,2002,275.0,8.0,40.2335,42130
SUV 4 portas,2015,261.0,6.0,32.1868,25710
SUV 4 portas,2015,148.0,4.0,54.71756,23295
picape cabine simples,2016,285.0,6.0,35.40548,33060
seda,2008,306.0,6.0,38.62416,32700
picape cabine dupla,2007,285.0,8.0,30.57746,25325
seda,2017,310.0,6.0,49.88954,38665
perua,2017,170.0,4.0,48.2802,25850
seda,2002,275.0,8.0,37.01482,38790
picape cabine estendida,2000,143.0,6.0,33.79614,3032
seda,2011,180.0,4.0,46.67086,25499
seda,2000,215.0,6.0,41.84284,2290
seda,2016,404.0,6.0,41.84284,64395
SUV 4 portas,2004,185.0,6.0,32.1868,22999
conversivel,2015,210.0,4.0,49.88954,33995
hatchback 2 portas,2015,130.0,4.0,62.76426,22640
picape cabine estendida,2010,207.0,6.0,33.79614,22155
SUV 4 portas,2015,208.0,4.0,56.3269,31300
van de carga,1994,165.0,6.0,32.1868,2000
hatchback 2 portas,2015,170.0,4.0,53.10822,25885
seda,2015,180.0,4.0,51.49888,21065
cupe,2016,329.0,6.0,45.06152,56700
hatchback 2 portas,2015,210.0,4.0,49.88954,28675
seda,2001,145.0,4.0,46.67086,21395
SUV 4 portas,2015,260.0,6.0,43.45218,41560
seda,2002,250.0,8.0,38.62416,35085
hatchback 4 portas,2008,127.0,4.0,45.06152,14339
conversivel,2017,332.0,6.0,38.62416,45270
seda,2016,189.0,4.0,54.71756,24265
seda,2016,240.0,4.0,54.71756,41650
SUV 4 portas,2015,325.0,6.0,38.62416,45800
seda,2010,328.0,6.0,40.2335,36050
SUV 4 portas,2016,184.0,4.0,48.2802,29870
SUV 4 portas,1998,215.0,6.0,28.96812,2816
SUV 4 portas,2010,177.0,4.0,43.45218,34120
SUV 4 portas,2016,170.0,4.0,53.10822,23330
conversivel,2005,280.0,8.0,35.40548,38355
seda,2016,220.0,4.0,53.10822,37700
conversivel,2014,158.0,4.0,45.06152,27505
SUV 4 portas,2017,283.0,6.0,38.62416,33695
SUV 4 portas,2016,355.0,8.0,35.40548,67440
picape cabine dupla,2017,280.0,6.0,40.2335,33315
hatchback 4 portas,2011,158.0,4.0,41.84284,21715
cupe,1996,282.0,8.0,30.57746,5680
SUV 4 portas,2003,127.0,4.0,38.62416,17330
seda,1994,170.0,6.0,41.84284,2000
SUV 4 portas,2015,280.0,6.0,37.01482,53170
seda,2015,370.0,8.0,40.2335,36595
cupe,2015,185.0,4.0,56.3269,30270
hatchback 4 portas,2016,130.0,4.0,59.54558,15890
conversivel,2001,115.0,4.0,41.84284,21475
seda,2017,200.0,4.0,49.88954,37820
perua,2016,302.0,6.0,43.45218,59900
minivan de carga,1996,180.0,6.0,38.62416,2000
SUV 2 portas,2002,203.0,6.0,28.96812,25285
picape cabine simples,2010,310.0,8.0,28.96812,28725
picape cabine estendida,2008,210.0,6.0,32.1868,23590
SUV 4 portas,2017,173.0,4.0,40.2335,24895
picape cabine estendida,2014,317.0,8.0,28.96812,29360
picape cabine dupla,2011,320.0,8.0,33.79614,46195
hatchback 4 portas,2016,300.0,6.0,41.84284,63200
picape cabine simples,2007,195.0,6.0,33.79614,16115
seda,2015,150.0,4.0,74.02964,24075
picape cabine dupla,2016,200.0,4.0,43.45218,25865
SUV 2 portas,2003,203.0,6.0,28.96812,28760
seda,1991,162.0,4.0,38.62416,2000
seda,2017,250.0,4.0,54.71756,46950
minivan de passageiros,2003,200.0,6.0,35.40548,26315
seda,2017,189.0,4.0,54.71756,26215
hatchback 2 portas,2015,130.0,4.0,61.15492,23490
SUV 4 portas,2015,170.0,4.0,51.49888,29630
hatchback 2 portas,2015,210.0,4.0,49.88954,30525
seda,2017,268.0,4.0,43.45218,28995
picape cabine dupla,2008,210.0,6.0,32.1868,23640
seda,2016,184.0,4.0,61.15492,24995
seda,2013,280.0,6.0,46.67086,39635
picape cabine estendida,1997,134.0,4.0,37.01482,2550
seda,2015,130.0,4.0,64.3736,17780
perua,2004,300.0,8.0,30.57746,46950
seda,2016,184.0,4.0,59.54558,21495
seda,1996,160.0,6.0,41.84284,2000
SUV 4 portas,2016,280.0,6.0,41.84284,37855
seda,2017,241.0,4.0,51.49888,37825
picape cabine estendida,2017,355.0,8.0,37.01482,42080
picape cabine simples,2004,202.0,6.0,30.57746,22315
cupe,2015,200.0,4.0,48.2802,29990
seda,2013,305.0,4.0,37.01482,37645
conversivel,2009,237.0,4.0,40.2335,37995
SUV 4 portas,2001,188.0,8.0,25.74944,36350
van de carga,2016,285.0,8.0,25.74944,34800
minivan de passageiros,2003,190.0,6.0,25.74944,25690
cupe,2015,321.0,6.0,41.84284,50165
perua,1991,114.0,4.0,41.84284,2000
perua,2017,134.0,4.0,62.76426,28060
conversivel,2014,210.0,4.0,46.67086,34895
picape cabine dupla,2017,355.0,8.0,37.01482,44540
conversivel,2014,140.0,4.0,65.98294,28895
cupe,2014,325.0,6.0,45.06152,63800
SUV 4 portas,2017,182.0,4.0,51.49888,23100
seda,2016,188.0,4.0,65.98294,31430
seda,2016,201.0,4.0,57.93624,34890
picape cabine estendida,2001,207.0,6.0,32.1868,19340
SUV 4 portas,2005,302.0,8.0,27.35878,40635
seda,2016,300.0,6.0,49.88954,35595
SUV 4 portas,2016,280.0,6.0,41.84284,38855
SUV 4 portas,2017,380.0,6.0,32.1868,65560
seda,2001,140.0,4.0,45.06152,21600
SUV 4 portas,2016,185.0,4.0,49.88954,31245
cupe,2015,350.0,6.0,41.84284,43290
hatchback 2 portas,2014,201.0,4.0,53.10822,22300
cupe,2017,220.0,4.0,35.40548,42200
seda,2017,290.0,6.0,54.71756,39400
cupe,2004,170.0,6.0,43.45218,23335
conversivel,2016,332.0,6.0,40.2335,46570
SUV 4 portas,2013,325.0,6.0,38.62416,44950
hatchback 4 portas,2014,278.0,6.0,48.2802,33690
minivan de passageiros,2003,185.0,6.0,35.40548,34290
seda,2012,173.0,4.0,48.2802,18995
minivan de passageiros,2016,283.0,6.0,40.2335,25095
seda,1997,240.0,5.0,38.62416,2000
seda,2002,250.0,6.0,38.62416,32065
seda,1999,300.0,8.0,35.40548,3741
SUV 4 portas,2015,290.0,6.0,43.45218,48840
picape cabine estendida,1991,116.0,4.0,35.40548,2000
seda,2015,292.0,6.0,43.45218,34195
SUV 4 portas,2015,381.0,8.0,27.35878,56580
picape cabine simples,1993,180.0,6.0,27.35878,2000
SUV 4 portas,2017,260.0,6.0,45.06152,37130
hatchback 4 portas,2016,98.0,4.0,65.98294,12660
seda,2012,150.0,4.0,53.10822,15495
seda,2011,275.0,8.0,37.01482,54825
seda,2016,200.0,4.0,49.88954,37820
picape cabine estendida,2015,355.0,8.0,37.01482,40900
minivan de passageiros,2016,283.0,6.0,40.2335,31495
SUV 2 portas,1994,160.0,6.0,28.96812,2000
minivan de passageiros,2015,266.0,6.0,40.2335,41750
SUV 4 portas,2007,300.0,8.0,30.57746,41190
hatchback 4 portas,2012,98.0,4.0,70.81096,18500
seda,2017,278.0,6.0,53.10822,34830
seda,2014,283.0,6.0,46.67086,25795
hatchback 4 portas,2013,263.0,4.0,40.2335,24200
seda,2015,231.0,4.0,49.88954,37080
seda,2017,305.0,4.0,37.01482,39995
seda,2016,200.0,4.0,51.49888,31570
SUV 4 portas,2017,240.0,4.0,40.2335,47880
hatchback 4 portas,2013,265.0,4.0,40.2335,25795
seda,2015,189.0,4.0,56.3269,24665
seda,2015,195.0,4.0,61.15492,54300
SUV 4 portas,2007,245.0,6.0,33.79614,29995
SUV 4 portas,2016,138.0,4.0,54.71756,20300
cupe,2016,375.0,8.0,37.01482,31995
seda,2016,170.0,4.0,57.93624,23650
SUV 4 portas,2015,273.0,6.0,45.06152,38795
SUV 4 portas,2009,337.0,8.0,32.1868,30995
cupe,2016,335.0,6.0,45.06152,51945
van de passageiros,2015,275.0,6.0,30.57746,37580
picape cabine dupla,2016,305.0,6.0,41.84284,31670
seda,2015,302.0,6.0,46.67086,52300
cupe,2002,315.0,6.0,40.2335,44990
minivan de carga,2015,131.0,4.0,41.84284,21955
hatchback 2 portas,2008,170.0,5.0,46.67086,15600
hatchback 4 portas,2017,152.0,4.0,59.54558,21695
SUV 4 portas,2017,381.0,8.0,27.35878,61990
picape cabine estendida,2016,381.0,8.0,27.35878,42945
conversivel,2016,300.0,6.0,45.06152,29645
SUV 4 portas,2017,138.0,4.0,48.2802,28365
hatchback 2 portas,2015,130.0,4.0,61.15492,20145
seda,2016,259.0,4.0,43.45218,31415
van de passageiros,1995,163.0,6.0,24.1401,2000
picape cabine simples,2002,135.0,4.0,40.2335,12840
picape cabine dupla,2017,278.0,6.0,38.62416,32240
seda,1998,302.0,8.0,33.79614,4472
seda,2016,311.0,6.0,40.2335,41250
SUV 4 portas,2000,255.0,8.0,24.1401,3465
SUV 4 portas,2014,308.0,6.0,37.01482,48065
SUV 4 portas,2016,279.0,6.0,45.06152,36870
van de carga,2013,225.0,8.0,27.35878,30145
cupe,2000,300.0,8.0,40.2335,3257
seda,2016,109.0,4.0,56.3269,13540
hatchback 2 portas,1994,93.0,4.0,48.2802,2000
hatchback 4 portas,2015,138.0,4.0,56.3269,16095
perua,2007,127.0,4.0,43.45218,16499
cupe,1999,132.0,4.0,57.93624,2000
SUV 4 portas,2009,285.0,6.0,32.1868,33480
hatchback 2 portas,2012,200.0,4.0,49.88954,26275
picape cabine simples,1992,116.0,4.0,32.1868,2000
SUV 4 portas,2017,365.0,6.0,30.57746,68996
picape cabine simples,1998,200.0,6.0,33.79614,2668
seda,2014,291.0,4.0,37.01482,34995
SUV 4 portas,2015,170.0,4.0,43.45218,21500
perua,1991,162.0,4.0,38.62416,2000
SUV 4 portas,2005,185.0,6.0,32.1868,24799
conversivel,2014,265.0,6.0,48.2802,50400
minivan de passageiros,2016,169.0,4.0,45.06152,26825
seda,2012,187.0,4.0,54.71756,37030
SUV 4 portas,2015,185.0,4.0,53.10822,32895
minivan de passageiros,2005,185.0,6.0,38.62416,26835
SUV 4 portas,2017,280.0,6.0,37.01482,52795
minivan de passageiros,1996,155.0,6.0,30.57746,2000
hatchback 4 portas,2005,200.0,6.0,45.06152,24610
SUV 4 portas,2008,225.0,6.0,30.57746,29099
SUV 4 portas,2015,280.0,6.0,35.40548,48300
van de passageiros,2017,275.0,6.0,30.57746,35660
hatchback 4 portas,2017,120.0,4.0,57.93624,19420
perua,2012,122.0,4.0,48.2802,14980
seda,2014,210.0,4.0,51.49888,27925
seda,2015,231.0,4.0,53.10822,45555
SUV 4 portas,2015,381.0,8.0,27.35878,56580
seda,2005,155.0,4.0,41.84284,17549
picape cabine estendida,2004,231.0,8.0,27.35878,26160
SUV 4 portas,2015,300.0,6.0,38.62416,45550
seda,2014,199.0,4.0,64.3736,25995
seda,2017,305.0,6.0,38.62416,46560
SUV 4 portas,2009,303.0,6.0,37.01482,42150
perua,2016,130.0,4.0,48.2802,15900
seda,1997,155.0,6.0,41.84284,2000
picape cabine estendida,2017,381.0,8.0,27.35878,43395
SUV 4 portas,2017,365.0,6.0,32.1868,62860
hatchback 2 portas,2014,179.0,4.0,49.88954,21400
SUV 4 portas,2015,185.0,4.0,53.10822,26795
seda,1999,190.0,6.0,40.2335,2288
picape cabine simples,1999,220.0,8.0,24.1401,3878
perua,2016,240.0,4.0,49.88954,46675
picape cabine simples,2012,185.0,4.0,40.2335,17490
van de carga,2015,285.0,8.0,27.35878,31415
picape cabine estendida,1990,105.0,4.0,40.2335,2000
seda,2016,188.0,4.0,65.98294,25675
seda,2015,109.0,4.0,64.3736,17590
seda,2016,185.0,4.0,57.93624,27350
SUV 4 portas,2016,176.0,4.0,49.88954,29265
SUV 4 portas,2006,300.0,8.0,28.96812,37600
SUV 4 portas,2015,302.0,4.0,48.2802,45550
seda,2012,150.0,4.0,53.10822,13699
seda,2017,231.0,4.0,49.88954,36620
conversivel,2012,227.0,5.0,45.06152,40450
picape cabine estendida,1998,220.0,8.0,25.74944,3471
hatchback 4 portas,2016,138.0,4.0,56.3269,16195
hatchback 4 portas,2015,148.0,4.0,57.93624,23295
picape cabine simples,1992,180.0,6.0,27.35878,2000
seda,2017,153.0,4.0,64.3736,21450
seda,2017,174.0,4.0,67.59228,23300
perua,2007,340.0,8.0,37.01482,31515
hatchback 4 portas,2016,300.0,6.0,45.06152,60900
picape cabine simples,2009,143.0,4.0,41.84284,17680
SUV 4 portas,2017,173.0,4.0,40.2335,26295
cupe,2017,460.0,8.0,40.2335,69905
SUV 4 portas,2004,165.0,6.0,32.1868,20965
SUV 4 portas,2017,176.0,4.0,45.06152,26310
seda,2015,302.0,4.0,56.3269,39250
SUV 4 portas,2017,280.0,6.0,41.84284,39855
seda,2015,443.0,8.0,40.2335,64900
SUV 4 portas,2016,280.0,6.0,37.01482,42705
SUV 4 portas,2015,240.0,4.0,48.2802,55700
SUV 4 portas,2015,240.0,4.0,41.84284,48525
perua,2013,140.0,4.0,62.76426,26895
seda,2016,386.0,8.0,38.62416,72520
SUV 4 portas,2016,166.0,4.0,49.88954,22995
picape cabine simples,2002,190.0,6.0,32.1868,21499
picape cabine simples,2009,143.0,4.0,41.84284,18805
SUV 4 portas,2015,160.0,4.0,54.71756,29295
SUV 4 portas,2012,166.0,4.0,37.01482,22849
minivan de passageiros,2007,242.0,6.0,37.01482,26395
seda,2016,240.0,6.0,61.15492,59500
picape cabine dupla,2009,310.0,8.0,28.96812,32750
conversivel,2010,150.0,5.0,45.06152,26390
conversivel,2016,220.0,4.0,51.49888,48450
seda,2017,152.0,4.0,57.93624,22795
seda,1992,172.0,6.0,38.62416,2000
picape cabine estendida,2007,295.0,8.0,27.35878,31735
seda,1994,260.0,8.0,37.01482,2000
seda,2013,204.0,6.0,43.45218,37525
hatchback 4 portas,2012,98.0,4.0,70.81096,20275
seda,2017,250.0,4.0,53.10822,30975
perua,2015,181.0,4.0,41.84284,32110
SUV 4 portas,2015,300.0,6.0,38.62416,48250
SUV 4 portas,2017,166.0,4.0,46.67086,24995
cupe,2016,402.0,8.0,41.84284,60300
seda,2016,184.0,4.0,62.76426,25795
SUV 4 portas,2007,252.0,6.0,33.79614,25949
perua,2015,130.0,4.0,48.2802,15190
picape cabine estendida,2001,150.0,6.0,33.79614,18485
perua,2012,158.0,4.0,43.45218,18765
hatchback 2 portas,2016,135.0,4.0,54.71756,19700
hatchback 2 portas,2014,130.0,4.0,62.76426,20645
SUV 4 portas,2017,355.0,8.0,37.01482,52345
picape cabine estendida,2016,381.0,8.0,27.35878,42945
picape cabine estendida,2007,295.0,8.0,27.35878,27060
SUV 4 portas,2017,194.0,4.0,41.84284,35070
van de carga,1998,230.0,8.0,27.35878,2245
van de carga,1994,165.0,6.0,32.1868,2000
picape cabine estendida,2008,207.0,6.0,27.35878,26590
seda,2015,272.0,4.0,45.06152,41340
picape cabine dupla,2009,310.0,8.0,30.57746,29530
seda,2010,207.0,4.0,45.06152,35340
seda,2015,132.0,4.0,59.54558,21495
picape cabine dupla,2017,355.0,8.0,32.1868,55305
seda,1990,162.0,5.0,32.1868,2000
seda,2010,239.0,8.0,38.62416,46925
hatchback 4 portas,2016,106.0,4.0,57.93624,15995
SUV 4 portas,2014,340.0,6.0,30.57746,59900
picape cabine estendida,2015,200.0,4.0,40.2335,31145
SUV 4 portas,2015,240.0,4.0,45.06152,38500
seda,2017,295.0,6.0,45.06152,30900
seda,2016,305.0,4.0,37.01482,39995
hatchback 2 portas,2016,170.0,4.0,54.71756,21350
seda,2011,108.0,4.0,56.3269,14100
perua,2001,122.0,4.0,49.88954,14699
picape cabine simples,2003,147.0,6.0,33.79614,16975
seda,2015,329.0,6.0,48.2802,65990
minivan de passageiros,2015,276.0,6.0,35.40548,39700
hatchback 4 portas,2016,170.0,4.0,57.93624,21275
seda,2015,240.0,4.0,53.10822,42300
minivan de passageiros,2002,185.0,6.0,35.40548,35970
seda,2016,180.0,4.0,51.49888,24475
cupe,2015,305.0,6.0,48.2802,29995
SUV 4 portas,2017,284.0,6.0,41.84284,31980
cupe,2014,200.0,4.0,54.71756,25800
seda,2017,305.0,6.0,45.06152,35645
hatchback 2 portas,1999,140.0,4.0,46.67086,2912
SUV 4 portas,2016,200.0,4.0,46.67086,38600
hatchback 2 portas,2000,305.0,8.0,37.01482,6175
picape cabine estendida,2015,285.0,6.0,35.40548,39420
seda,2004,155.0,6.0,40.2335,20199
SUV 4 portas,2015,170.0,4.0,51.49888,25840
perua,1990,150.0,8.0,35.40548,2000
conversivel,2001,115.0,4.0,41.84284,20475
hatchback 2 portas,2015,210.0,4.0,49.88954,25450
hatchback 4 portas,2016,121.0,4.0,80.467,28650
picape cabine estendida,2003,120.0,4.0,40.2335,16570
picape cabine simples,2016,285.0,6.0,35.40548,38590
seda,1990,142.0,6.0,32.1868,2000
picape cabine simples,2009,310.0,8.0,30.57746,25715
seda,2014,420.0,8.0,37.01482,64600
conversivel,2014,170.0,5.0,43.45218,25170
SUV 4 portas,2016,316.0,4.0,40.2335,55400
hatchback 2 portas,2016,170.0,4.0,54.71756,19595
cupe,2016,332.0,6.0,41.84284,37070
minivan de passageiros,2006,180.0,6.0,38.62416,22520
seda,2015,206.0,4.0,56.3269,31445
seda,2016,362.0,6.0,46.67086,50800
cupe,2005,175.0,6.0,43.45218,23750
picape cabine estendida,2007,148.0,6.0,33.79614,19040
cupe,1997,205.0,6.0,41.84284,2000
conversivel,2016,220.0,4.0,51.49888,42300
conversivel,2009,221.0,6.0,41.84284,31870
SUV 4 portas,2009,171.0,4.0,45.06152,21790
cupe,1993,92.0,4.0,57.93624,2000
picape cabine dupla,2016,285.0,6.0,35.40548,41865
picape cabine estendida,2016,355.0,8.0,35.40548,44475
SUV 4 portas,2013,180.0,4.0,45.06152,25770
SUV 4 portas,2001,190.0,6.0,28.96812,30225
perua,2006,126.0,4.0,43.45218,15799
SUV 4 portas,2011,244.0,4.0,33.79614,33340
seda,2016,120.0,4.0,56.3269,15810
hatchback 4 portas,2017,170.0,4.0,56.3269,22695
seda,1990,108.0,4.0,45.06152,2000
minivan de passageiros,2016,208.0,4.0,37.01482,32500
SUV 4 portas,2017,138.0,4.0,48.2802,30565
SUV 4 portas,2015,281.0,6.0,37.01482,38555
SUV 4 portas,2016,290.0,6.0,41.84284,28700
seda,2016,185.0,4.0,57.93624,23400
van de carga,1997,200.0,6.0,27.35878,2000
SUV 4 portas,2015,240.0,4.0,48.2802,48300
picape cabine estendida,2012,185.0,4.0,37.01482,24435
picape cabine dupla,2017,355.0,8.0,37.01482,38115
SUV Conversível,2002,127.0,4.0,37.01482,19060
seda,2013,210.0,4.0,51.49888,29525
picape cabine estendida,1995,150.0,6.0,27.35878,2691
SUV 4 portas,2015,182.0,4.0,51.49888,29820
cupe,1998,155.0,4.0,40.2335,4693
seda,2004,275.0,8.0,35.40548,35270
seda,2017,245.0,4.0,49.88954,35010
picape cabine simples,2008,310.0,8.0,25.74944,27045
seda,2009,280.0,6.0,38.62416,43605
SUV 4 portas,2007,268.0,6.0,40.2335,42580
picape cabine simples,2003,120.0,4.0,37.01482,17670
SUV 4 portas,2004,185.0,6.0,35.40548,24190
hatchback 4 portas,2014,265.0,4.0,40.2335,28495
van de passageiros,2015,285.0,8.0,27.35878,32190
perua,2015,150.0,4.0,69.20162,27995
picape cabine dupla,2010,310.0,8.0,30.57746,28510
seda,2009,173.0,4.0,48.2802,20915
cupe,2015,310.0,4.0,49.88954,29300
conversivel,2014,210.0,4.0,49.88954,33795
SUV 4 portas,2017,365.0,6.0,35.40548,45205
picape cabine estendida,2012,185.0,4.0,37.01482,26485
SUV 4 portas,2017,284.0,6.0,41.84284,37790
SUV 4 portas,2015,260.0,6.0,41.84284,37900
hatchback 4 portas,2016,138.0,4.0,56.3269,16755
seda,1992,170.0,8.0,37.01482,2000
hatchback 4 portas,2005,200.0,6.0,45.06152,21465
seda,2015,166.0,4.0,56.3269,22600
SUV 4 portas,2002,197.0,6.0,32.1868,27607
seda,2017,311.0,6.0,41.84284,56555
SUV 4 portas,2016,180.0,4.0,48.2802,25235
picape cabine estendida,1998,190.0,6.0,30.57746,3058
seda,2016,300.0,6.0,43.45218,38590
seda,2017,208.0,4.0,45.06152,40400
picape cabine dupla,2009,210.0,6.0,28.96812,29425
SUV 4 portas,2004,215.0,6.0,28.96812,34999
seda,2015,304.0,6.0,45.06152,38025
SUV 4 portas,2011,300.0,6.0,35.40548,48010
seda,2015,310.0,6.0,49.88954,60450
SUV 4 portas,2016,325.0,6.0,37.01482,51050
hatchback 2 portas,1993,63.0,4.0,61.15492,2000
seda,2004,200.0,6.0,41.84284,19690
conversivel,2010,207.0,4.0,43.45218,45080
seda,1990,165.0,6.0,40.2335,2000
picape cabine estendida,2016,381.0,8.0,28.96812,38670
seda,2017,311.0,6.0,41.84284,50365
SUV 4 portas,2008,350.0,8.0,27.35878,48390
seda,1995,162.0,4.0,35.40548,2000
hatchback 2 portas,1994,73.0,3.0,53.10822,2000
hatchback 2 portas,1992,73.0,3.0,46.67086,2000
seda,2016,202.0,4.0,51.49888,33215
picape cabine simples,1997,220.0,8.0,27.35878,3008
conversivel,2011,265.0,6.0,38.62416,32599
SUV 4 portas,2017,281.0,6.0,35.40548,31300
hatchback 2 portas,2014,132.0,4.0,57.93624,19050
SUV 4 portas,2016,302.0,4.0,45.06152,51300
picape cabine estendida,2007,295.0,8.0,30.57746,28705
seda,2004,275.0,8.0,38.62416,50750
seda,2004,250.0,6.0,40.2335,29105
seda,2015,210.0,4.0,51.49888,30380
seda,2017,185.0,4.0,57.93624,21600
picape cabine estendida,2009,143.0,4.0,41.84284,17890
van de carga,1998,200.0,6.0,28.96812,2050
hatchback 2 portas,1992,66.0,3.0,53.10822,2000
SUV 4 portas,2007,235.0,8.0,27.35878,33810
SUV 4 portas,2015,200.0,4.0,41.84284,33235
SUV 4 portas,2017,290.0,6.0,41.84284,56400
minivan de passageiros,2017,287.0,6.0,45.06152,42495
perua,1994,136.0,4.0,35.40548,2000
SUV 4 portas,2017,283.0,6.0,38.62416,26595
hatchback 4 portas,2013,158.0,4.0,41.84284,22415
conversivel,2008,210.0,6.0,41.84284,27440
SUV 4 portas,2015,185.0,4.0,54.71756,25545
seda,2009,138.0,4.0,51.49888,16550
picape cabine simples,1998,220.0,8.0,27.35878,2843
seda,2017,184.0,4.0,54.71756,23145
hatchback 4 portas,2015,130.0,4.0,61.15492,20925
SUV 4 portas,2005,275.0,6.0,28.96812,30265
seda,2012,218.0,6.0,46.67086,34500
cupe,1995,320.0,6.0,35.40548,3219
picape cabine estendida,1992,230.0,8.0,24.1401,2093
SUV 4 portas,2014,240.0,6.0,45.06152,51790
SUV 4 portas,2015,250.0,6.0,40.2335,32120
SUV 4 portas,2009,285.0,6.0,32.1868,31330
conversivel,2015,220.0,4.0,51.49888,47050
seda,1990,110.0,4.0,48.2802,2000
conversivel,2000,253.0,6.0,33.79614,20901
SUV 4 portas,2016,290.0,6.0,41.84284,38300
perua,1990,162.0,5.0,35.40548,2000
seda,2006,155.0,6.0,40.2335,18299
SUV 2 portas,2003,203.0,6.0,30.57746,22545
seda,2015,170.0,4.0,57.93624,28105
hatchback 4 portas,2016,220.0,4.0,54.71756,30120
seda,2007,155.0,4.0,41.84284,17199
SUV 4 portas,2014,155.0,4.0,51.49888,22795
minivan de passageiros,2006,201.0,6.0,33.79614,29575
seda,1991,177.0,6.0,32.1868,2105
seda,2017,335.0,6.0,43.45218,55695
hatchback 2 portas,2014,201.0,4.0,53.10822,21300
picape cabine dupla,2016,385.0,8.0,35.40548,52515
SUV 4 portas,2007,252.0,6.0,33.79614,29549
seda,2016,138.0,4.0,59.54558,20755
seda,2016,335.0,6.0,48.2802,48110
cupe,1993,236.0,4.0,38.62416,3839
hatchback 4 portas,2011,138.0,4.0,48.2802,20295
seda,2015,143.0,4.0,62.76426,22840
SUV 4 portas,2003,165.0,6.0,30.57746,25217
seda,2012,283.0,6.0,46.67086,23995
cupe,2008,260.0,4.0,48.2802,22335
picape cabine dupla,2009,210.0,6.0,28.96812,29355
SUV 4 portas,1999,190.0,6.0,30.57746,2368
seda,2015,145.0,4.0,59.54558,17250
SUV 4 portas,2014,340.0,6.0,37.01482,67600
conversivel,2013,306.0,6.0,43.45218,46890
hatchback 4 portas,1996,210.0,6.0,38.62416,2000
cupe,2014,173.0,4.0,54.71756,19600
perua,2016,287.0,6.0,37.01482,37800
picape cabine dupla,2016,200.0,4.0,43.45218,29245
SUV 4 portas,2000,190.0,6.0,28.96812,2773
hatchback 2 portas,2015,101.0,4.0,64.3736,17700
hatchback 4 portas,2017,78.0,3.0,69.20162,15995
picape cabine dupla,2017,278.0,6.0,38.62416,31740
picape cabine estendida,2017,285.0,6.0,38.62416,33360
hatchback 4 portas,2016,138.0,4.0,59.54558,20345
seda,2015,291.0,4.0,37.01482,34495
SUV 4 portas,2007,252.0,6.0,33.79614,24599
seda,2016,300.0,6.0,43.45218,38095
SUV 4 portas,2017,354.0,6.0,38.62416,53300
SUV 4 portas,2015,354.0,6.0,38.62416,60200
perua,2013,318.0,6.0,41.84284,49750
hatchback 4 portas,2013,200.0,4.0,53.10822,25895
seda,2015,304.0,6.0,41.84284,40500
seda,2015,184.0,4.0,57.93624,26625
SUV 4 portas,2015,317.0,8.0,30.57746,50780
van de carga,1998,200.0,6.0,28.96812,2116
picape cabine simples,1992,180.0,6.0,25.74944,2000
cupe,1995,164.0,6.0,35.40548,2000
picape cabine estendida,2017,355.0,8.0,35.40548,45330
SUV 4 portas,2017,280.0,6.0,41.84284,32395
seda,2010,325.0,8.0,32.1868,54650
SUV 4 portas,2016,325.0,6.0,38.62416,34450
SUV 4 portas,2017,288.0,6.0,35.40548,45765
perua,2009,260.0,4.0,46.67086,24815
perua,2006,155.0,4.0,41.84284,16599
picape cabine dupla,2006,300.0,8.0,25.74944,42235
SUV 4 portas,2015,190.0,4.0,40.2335,26700
seda,2004,175.0,6.0,43.45218,22280
picape cabine simples,2016,285.0,6.0,38.62416,33295
picape cabine dupla,2015,261.0,6.0,35.40548,23750
